Source Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Organism part]	Term Source REF	Term Accession Number	Characteristics[Variant]	Term Source REF	Term Accession Number	Characteristics[Sample type]	Term Source REF	Term Accession Number	Protocol REF	Sample Name	Factor Value[Experiment]	Term Source REF	Term Accession Number	Factor Value[LTP]	Term Source REF	Term Accession Number
161220_MLH_EMV_ORP9_neg_E08	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161220_MLH_EMV_ORP9_neg_E08	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	ORP9		
161220_MLH_EMV_ORP9_neg_E09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161220_MLH_EMV_ORP9_neg_E09	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	ORP9		
161220_MLH_EMV_ORP9_neg_E10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161220_MLH_EMV_ORP9_neg_E10	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	ORP9		
161220_MLH_EMV_ORP9_neg_F01	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161220_MLH_EMV_ORP9_neg_F01	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	ORP9		
161220_MLH_EMV_ORP9_neg_F02	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161220_MLH_EMV_ORP9_neg_F02	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	ORP9		
161220_MLH_EMV_ORP9_pos_E04	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161220_MLH_EMV_ORP9_pos_E04	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	ORP9		
161220_MLH_EMV_ORP9_pos_E05	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161220_MLH_EMV_ORP9_pos_E05	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	ORP9		
161220_MLH_EMV_ORP9_pos_E06	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161220_MLH_EMV_ORP9_pos_E06	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	ORP9		
161220_MLH_EMV_ORP9_pos_E07	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161220_MLH_EMV_ORP9_pos_E07	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	ORP9		
161220_MLH_EMV_ORP9_pos_E08	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161220_MLH_EMV_ORP9_pos_E08	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	ORP9		
161220_MLH_EMV_ORP9_pos_E09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161220_MLH_EMV_ORP9_pos_E09	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	ORP9		
161220_MLH_EMV_ORP9_pos_E10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161220_MLH_EMV_ORP9_pos_E10	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	ORP9		
161220_MLH_EMV_ORP9_pos_F01	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161220_MLH_EMV_ORP9_pos_F01	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	ORP9		
161220_MLH_EMV_ORP9_pos_F02	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161220_MLH_EMV_ORP9_pos_F02	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	ORP9		
161220_MLH_EMV_PITPNB_extracted_SEC_buffer_neg_01	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161220_MLH_EMV_PITPNB_extracted_SEC_buffer_neg_01	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PITPNB		
161220_MLH_EMV_PITPNB_extracted_SEC_buffer_pos_01	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161220_MLH_EMV_PITPNB_extracted_SEC_buffer_pos_01	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PITPNB		
161220_MLH_EMV_PITPNB_neg_G05	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161220_MLH_EMV_PITPNB_neg_G05	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PITPNB		
161220_MLH_EMV_PITPNB_neg_G06	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161220_MLH_EMV_PITPNB_neg_G06	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PITPNB		
161220_MLH_EMV_PITPNB_neg_G07	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161220_MLH_EMV_PITPNB_neg_G07	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PITPNB		
161220_MLH_EMV_PITPNB_neg_G08	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161220_MLH_EMV_PITPNB_neg_G08	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PITPNB		
161220_MLH_EMV_PITPNB_neg_G09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161220_MLH_EMV_PITPNB_neg_G09	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PITPNB		
161220_MLH_EMV_PITPNB_neg_G10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161220_MLH_EMV_PITPNB_neg_G10	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PITPNB		
161220_MLH_EMV_PITPNB_neg_G11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161220_MLH_EMV_PITPNB_neg_G11	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PITPNB		
161220_MLH_EMV_PITPNB_neg_G12	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161220_MLH_EMV_PITPNB_neg_G12	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PITPNB		
161220_MLH_EMV_PITPNB_pos_G05	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161220_MLH_EMV_PITPNB_pos_G05	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PITPNB		
161220_MLH_EMV_PITPNB_pos_G06	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161220_MLH_EMV_PITPNB_pos_G06	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PITPNB		
161220_MLH_EMV_PITPNB_pos_G07	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161220_MLH_EMV_PITPNB_pos_G07	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PITPNB		
161220_MLH_EMV_PITPNB_pos_G08	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161220_MLH_EMV_PITPNB_pos_G08	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PITPNB		
161220_MLH_EMV_PITPNB_pos_G09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161220_MLH_EMV_PITPNB_pos_G09	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PITPNB		
161220_MLH_EMV_PITPNB_pos_G10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161220_MLH_EMV_PITPNB_pos_G10	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PITPNB		
161220_MLH_EMV_PITPNB_pos_G11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161220_MLH_EMV_PITPNB_pos_G11	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PITPNB		
161220_MLH_EMV_PITPNB_pos_G12	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161220_MLH_EMV_PITPNB_pos_G12	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	PITPNB		
161221_MLH_EMV_FABP3_extracted_SEC_buffer_neg_01	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161221_MLH_EMV_FABP3_extracted_SEC_buffer_neg_01	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	FABP3		
161221_MLH_EMV_FABP3_extracted_SEC_buffer_pos_01	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161221_MLH_EMV_FABP3_extracted_SEC_buffer_pos_01	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	FABP3		
161221_MLH_EMV_FABP3_neg_E05	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161221_MLH_EMV_FABP3_neg_E05	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	FABP3		
161221_MLH_EMV_FABP3_neg_E06	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161221_MLH_EMV_FABP3_neg_E06	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	FABP3		
161221_MLH_EMV_FABP3_neg_E07	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161221_MLH_EMV_FABP3_neg_E07	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	FABP3		
161221_MLH_EMV_FABP3_neg_E08	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161221_MLH_EMV_FABP3_neg_E08	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	FABP3		
161221_MLH_EMV_FABP3_neg_E09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161221_MLH_EMV_FABP3_neg_E09	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	FABP3		
161221_MLH_EMV_FABP3_neg_E10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161221_MLH_EMV_FABP3_neg_E10	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	FABP3		
161221_MLH_EMV_FABP3_neg_E11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161221_MLH_EMV_FABP3_neg_E11	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	FABP3		
161221_MLH_EMV_FABP3_neg_E12	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161221_MLH_EMV_FABP3_neg_E12	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	FABP3		
161221_MLH_EMV_FABP3_pos_E05	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161221_MLH_EMV_FABP3_pos_E05	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	FABP3		
161221_MLH_EMV_FABP3_pos_E06	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161221_MLH_EMV_FABP3_pos_E06	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	FABP3		
161221_MLH_EMV_FABP3_pos_E07	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161221_MLH_EMV_FABP3_pos_E07	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	FABP3		
161221_MLH_EMV_FABP3_pos_E08	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161221_MLH_EMV_FABP3_pos_E08	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	FABP3		
161221_MLH_EMV_FABP3_pos_E09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161221_MLH_EMV_FABP3_pos_E09	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	FABP3		
161221_MLH_EMV_FABP3_pos_E10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161221_MLH_EMV_FABP3_pos_E10	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	FABP3		
161221_MLH_EMV_FABP3_pos_E11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161221_MLH_EMV_FABP3_pos_E11	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	FABP3		
161221_MLH_EMV_FABP3_pos_E12	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161221_MLH_EMV_FABP3_pos_E12	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	FABP3		
161221_MLH_EMV_SCP2D1_extracted_SEC_buffer_neg_01	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161221_MLH_EMV_SCP2D1_extracted_SEC_buffer_neg_01	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SCP2D1		
161221_MLH_EMV_SCP2D1_extracted_SEC_buffer_pos_01	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161221_MLH_EMV_SCP2D1_extracted_SEC_buffer_pos_01	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SCP2D1		
161221_MLH_EMV_SCP2D1_neg_G05	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161221_MLH_EMV_SCP2D1_neg_G05	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SCP2D1		
161221_MLH_EMV_SCP2D1_neg_G06	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161221_MLH_EMV_SCP2D1_neg_G06	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SCP2D1		
161221_MLH_EMV_SCP2D1_neg_G07	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Liposome	NCIT	http://purl.obolibrary.org/obo/NCIT_C18208	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	161221_MLH_EMV_SCP2D1_neg_G07	In Vitro	NCIT	http://purl.obolibrary.org/obo/NCIT_C15263	SCP2D1		
