LTP,Lipid,Lipid Chains,Lipid SMILES,Lipid Volumes (Å3)
TTPA,PG(35:2),Phosphatidylglycerol (35:2) => (17:1/18:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O,658.05200000000013
TTPA,PG/BMP(32:1),Phosphatidylglycerol (32:1);Bismonoacylglycerolphosphate (32:1) => (16:1/16:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O,617.43529999999987
TTPA,PG/BMP(32:2),Bismonoacylglycerolphosphate (32:2);Phosphatidylglycerol (32:2) => (16:1/16:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O,618.20799999999997
TTPA,PG/BMP(33:1),Bismonoacylglycerolphosphate (33:1);Phosphatidylglycerol (33:1) => (17:1/16:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O,632.45653846153857
TTPA,PG/BMP(33:2),Bismonoacylglycerolphosphate (33:2);Phosphatidylglycerol (33:2) => (16:1/17:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O,631.05600000000004
TTPA,PG/BMP(34:2),Phosphatidylglycerol (34:2);Bismonoacylglycerolphosphate (34:2) => (16:1/18:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O,644.55500000000006
TTPAL,CL(67:2),Cardiolipin (67:2) => (16:0/18:1//16:0/17:1),P(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(O)(OC[C@](O)([H])COP(OC[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCC)(O)=O)=O,1215.2925
TTPAL,CL(68:3),Cardiolipin (68:3),P(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(O)(OC[C@](O)([H])COP(OC[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)(O)=O)=O,1225.1300000000001
TTPAL,CL(69:3),Cardiolipin (69:3),P(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(O)(OC[C@](O)([H])COP(OC[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCC)(O)=O)=O,1215.2925
TTPAL,CL(70:3),Cardiolipin (70:3) => (18:1/18:1/18:1/16:0),P(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(O)(OC[C@](O)([H])COP(OC[C@]([H])(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\CCCCCCCC)(O)=O)=O,1253.26
TTPAL,FA(18:1),octadecenoate => (18:1),C(CCCCCCCCCCC/C=C\CCCC)(=O)O,264.114125
TTPAL,LPE(16:0),Lysophosphatidylethanolamine (16:0) => (16:0),[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCCCCCCCCCC)=O,379.09550000000002
TTPAL,LPE(17:1),Lysophosphatidylethanolamine (17:1) => (17:1),[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCC/C=C\CCCCCCC)=O,391.79719999999998
TTPAL,LPE(18:1),Lysophosphatidylethanolamine (18:1) => (18:1),C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)CO,404.52599999999995
TTPAL,LPG(18:1),Lysophosphatidylglycerol (18:1) => (18:1),[H][C@](O)(CO)COP(OC[C@]([H])(O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O,420.66019999999997
TTPAL,PA(32:1),Phosphatidate (32:1) => (16:0/16:1),[C@](COP(=O)(O)O)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,561.96124999999995
TTPAL,PA(33:1),Phosphatidate (33:1) => (16:0/17:1),[C@](COP(=O)(O)O)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,574.74450000000002
TTPAL,PA(34:1),Phosphatidate (34:1) => (16:0/18:1),[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,590.19866666666667
TTPAL,PA(34:2),Phosphatidate (34:2) => (18:1/16:1),[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,586.91000000000008
TTPAL,PA(35:2),Phosphatidate (35:2) => (18:1/17:1),[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,601.34866666666665
TTPAL,PA(36:2),Phosphatidate (36:2) => (18:1/18:1),[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O,614.46433333333334
TTPAL,PC(36:2),Phosphatidylcholine (36:2),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCC/C=C\C=C/CCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O,694.95666666666659
TTPAL,PC(O-18:1)/LPC(18:1),Phosphatidylcholine (O-18:1);Lysophosphatidylcholine (18:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COCCCCCCCC/C=C\CCCCCCCC,439.8605
TTPAL,PE(28:0),Phosphatidylethanolamine (28:0) => (14:0/14:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O,551.09100000000001
TTPAL,PE(28:1),Phosphatidylethanolamine (28:1) => (16:1/12:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,548.15700000000004
TTPAL,PE(30:0),Phosphatidylethanolamine (30:0) => (14:0/16:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,579.26800000000003
TTPAL,PE(30:1),Phosphatidylethanolamine (30:1) => (14:0/16:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,575.17283333333341
TTPAL,PE(30:1),Phosphatidylethanolamine (30:1) => (16:1/14:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,575.17283333333341
TTPAL,PE(30:2),Phosphatidylethanolamine (30:2) => (16:1/14:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,574.63040000000001
TTPAL,PE(31:1),Phosphatidylethanolamine (31:1) => (14:0/17:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCCCC)=O,589.96042857142857
TTPAL,PE(31:1),Phosphatidylethanolamine (31:1) => (17:1/14:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCCCC)=O,589.96042857142857
TTPAL,PE(32:0),Phosphatidylethanolamine (32:0) => (16:0/16:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,604.62200000000007
TTPAL,PE(32:1),Phosphatidylethanolamine (32:1) => (16:1/16:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,603.38739999999996
TTPAL,PE(32:1),Phosphatidylethanolamine (34:1) => (16:0/16:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,603.38739999999996
TTPAL,PE(32:2),Phosphatidylethanolamine (32:2) => (16:1/16:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCC/C=C\CCCC)=O)COC(CCCCCCCCC/C=C\CCCC)=O,600.58999999999992
TTPAL,PE(33:1),Phosphatidylethanolamine (33:1) => (16:0/17:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,616.69199999999989
TTPAL,PE(33:1),Phosphatidylethanolamine (33:1) => (17:1/16:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,616.69199999999989
TTPAL,PE(33:2),Phosphatidylethanolamine (33:2) => (16:1/17:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,614.8416666666667
TTPAL,PE(33:2),Phosphatidylethanolamine (33:2) => (17:1/16:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,614.8416666666667
TTPAL,PE(34:1),Phosphatidylethanolamine (34:1) => (16:0/18:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,630.42233333333343
TTPAL,PE(34:1),Phosphatidylethanolamine (34:1) => (18:1/16:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,630.42233333333343
TTPAL,PE(34:2),Phosphatidylethanolamine (34:2) => (16:1/18:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,628.649
TTPAL,PE(35:1),Phosphatidylethanolamine (35:1) => (16:0/19:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,644.89099999999996
TTPAL,PE(35:2),Phosphatidylethanolamine (35:2) => (18:1/17:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,642.4668333333334
TTPAL,PE(35:2),Phosphatidylethanolamine (35:2) => (17:1/18:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,642.4668333333334
TTPAL,PE(36:1),Phosphatidylethanolamine (36:1) => (18:1/18:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCC/C=C\CCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O,656.53150000000005
TTPAL,PE(36:2),Phosphatidylethanolamine (36:2) => (18:1/18:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O,655.18366666666668
TTPAL,PE(36:3),Phosphatidylethanolamine (36:3) => (18:1/18:2),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O,655.01649999999995
TTPAL,PE(37:2),Phosphatidylethanolamine (37:2) => (18:1/19:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O,669.21775000000002
TTPAL,PE(38:2),Phosphatidylethanolamine (38:2) => (19:1/19:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O,683.2
TTPAL,PG(28:0),Phosphatidylglycerol (28:0) => (14:0/14:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)(=O)O,565.43799999999999
TTPAL,PG(28:1),Phosphatidylglycerol (28:1) => (12:0/16:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCC)=O)(=O)O,565.601
TTPAL,PG(28:1),Phosphatidylglycerol (28:1) => (16:1/12:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O,565.53966666666668
TTPAL,PG(29:1),Phosphatidylglycerol (29:1) => (12:0/17:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCC)=O)(=O)O,577.22900000000004
TTPAL,PG(30:0),Phosphatidylglycerol (30:0) => (14:0/16:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O,595.14549999999997
TTPAL,PG(30:1),Phosphatidylglycerol (30:1) => (16:0/14:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCC)=O)(=O)O,590.98099999999999
TTPAL,PG(30:1),Phosphatidylglycerol (30:1) => (14:0/16:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCC)=O)(=O)O,590.92875000000004
TTPAL,PG(30:1),Phosphatidylglycerol (30:1) => (14:1/16:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCC)=O)(=O)O,590.98099999999999
TTPAL,PG(30:2),Phosphatidylglycerol (30:2) => (14:1/16:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCC)=O)(=O)O,590.45266666666669
TTPAL,PG(31:1),Phosphatidylglycerol (31:1) => (14:0/17:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)(=O)O,604.53099999999995
TTPAL,PG(31:1),Phosphatidylglycerol (31:1) => (17:1/14:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)(=O)O,604.53099999999995
TTPAL,PG(32:0),Phosphatidylglycerol (32:0) => (16:0/16:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCCC)=O)(=O)O,620.55200000000002
TTPAL,PG(32:1),Phosphatidylglycerol (32:1) => (16:1/16:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O,617.43529999999987
TTPAL,PG(32:2),Phosphatidylglycerol (32:2) => (16:1/16:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCC)=O)(=O)O,615.60400000000004
TTPAL,PG(33:1),Phosphatidylglycerol (33:1) => (16:0/17:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O,632.45653846153857
TTPAL,PG(33:1),Phosphatidylglycerol (33:1) => (17:1/16:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O,632.45653846153857
TTPAL,PG(33:2),Phosphatidylglycerol (33:2) => (16:1/17:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O,631.05600000000004
TTPAL,PG(34:1),Phosphatidylglycerol (34:1) => (18:1/16:0),[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)(COP(=O)(O)OCC(O)CO)COC(CCCCCCCCCCCCCCC)=O,638.36300000000006
TTPAL,PG(34:2),Phosphatidylglycerol (34:2) => (16:1/18:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O,644.55500000000006
TTPAL,PG(34:2),Phosphatidylglycerol (34:2) => (18:1/16:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O,644.55500000000006
TTPAL,PG(35:1),Phosphatidylglycerol (35:1) => (16:0/19:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O,658.82133333333331
TTPAL,PG(35:1),Phosphatidylglycerol (35:1) => (19:1/16:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O,658.82133333333331
TTPAL,PG(35:2),Phosphatidylglycerol (35:2) => (18:1/17:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O,658.05200000000013
TTPAL,PG(35:2),Phosphatidylglycerol (35:2) => (17:1/18:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O,658.05200000000013
TTPAL,PG(36:1),Phosphatidylglycerol (36:1) => (18:1/18:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O,671.61450000000002
TTPAL,PG(36:2),Phosphatidylglycerol (36:2) => (18:1/18:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCC)=O)(=O)O,670.94299999999998
TTPAL,PG(36:3),Phosphatidylglycerol (36:3) => (18:2/18:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O,670.36733333333325
TTPAL,PG(36:3),Phosphatidylglycerol (36:3) => (18:1/18:2),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O,670.36733333333325
TTPAL,PG(37:1),Phosphatidylglycerol (37:1) => (19:1/18:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O,685.15200000000004
TTPAL,PG(37:2),Phosphatidylglycerol (37:2) => (18:1/19:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O,685.83033333333333
TTPAL,PG(37:2),Phosphatidylglycerol (37:2) => (19:1/18:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O,685.83033333333333
TTPAL,PG/BMP(29:1),Phosphatidylglycerol (29:1);Bismonoacylglycerolphosphate (29:1) => (17:1/12:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCC)=O)(=O)O,577.22900000000004
TTPAL,PG/BMP(30:1),Bismonoacylglycerolphosphate (30:1);Phosphatidylglycerol (30:1) => (14:1/16:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCC)=O)(=O)O,590.98099999999999
TTPAL,PG/BMP(34:3),Bismonoacylglycerolphosphate (34:3);Phosphatidylglycerol (34:3) => (16:1/18:2),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O,644.08899999999994
TTPAL,PG/BMP(38:2),Bismonoacylglycerolphosphate (38:2);Phosphatidylglycerol (38:2) => (19:1/19:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O,698.41750000000002
