LTP,Lipid,Lipid Chains,Lipid SMILES,Lipid Volumes (Å3)
LCN15,PG/BMP(33:1),Phosphatidylglycerol (33:1);Bismonoacylglycerolphosphate (33:1) => (17:1/16:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O,630.61699999999996
LCN15,PG/BMP(34:2),Phosphatidylglycerol (34:2);Bismonoacylglycerolphosphate (34:2) => (16:1/18:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O,644.55500000000006
LCN15,PG/BMP(35:2),Bismonoacylglycerolphosphate (35:2);Phosphatidylglycerol (35:2) => (17:1/18:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O,658.05200000000013
OSBPL5,PE(33:1),Phosphatidylethanolamine (33:1) => (17:1/16:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,616.69199999999989
OSBPL5,PE(34:2),Phosphatidylethanolamine (34:2) => (16:1/18:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,628.649
OSBPL5,PE(36:2),Phosphatidylethanolamine (36:2) => (18:1/18:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O,655.18366666666668
OSBPL9,PS(34:1),Phosphatidylserine (34:1) => (18:1/16:0),C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O,655.99
OSBPL9,PS(34:1),Phosphatidylserine (34:1) => (16:0/18:1),C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O,655.99
OSBPL9,PS(36:1),Phosphatidylserine (36:1) => (18:1/18:0),C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O)(=O)O,681.01400000000001
OSBPL9,PS(36:1),Phosphatidylserine (36:1) => (18:0/18:1),C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O)(=O)O,681.01400000000001
OSBPL9,PS(36:2),Phosphatidylserine (36:2) => (18:1/18:1),C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O,678.90300000000002
PITPNA,PC(30:0),Phosphatidylcholine (30:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O,620.14400000000001
PITPNA,PC(30:1),Phosphatidylcholine (30:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O,616.72866666666664
PITPNA,PC(32:0),Phosphatidylcholine (32:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,647.81799999999998
PITPNA,PC(32:1),Phosphatidylcholine (32:1) =>(16:1/16:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,643.02459999999996
PITPNA,PC(32:2),Phosphatidylcholine (32:2),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,642.95299999999997
PITPNA,PC(33:1),Phosphatidylcholine (33:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCCCCCCCCCCCCCC)=O,658
PITPNA,PC(33:1),Phosphatidylcholine (33:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCCC)=O,658.61500000000001
PITPNA,PC(34:0),Phosphatidylcholine (34:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCCCC)=O,671.72799999999995
PITPNA,PC(34:1),Phosphatidylcholine (34:1) => (18:1/16:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,671.15533333333326
PITPNA,PC(34:2),Phosphatidylcholine (34:2) => (18:2/16:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,670.67100000000005
PITPNA,PC(34:3),Phosphatidylcholine (34:3),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCC/C=C\C/C=C\C/C=C\CCCCCCCC)=O,668.88599999999997
PITPNA,PC(35:1),Phosphatidylcholine (35:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,683.34900000000005
PITPNA,PC(36:1),Phosphatidylcholine (36:1) => (18:1/18:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O,698.58525000000009
PITPNA,PC(36:2),Phosphatidylcholine (36:2) => (18:1/18:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O,696.59400000000005
PITPNA,PC(36:3),Phosphatidylcholine (36:3) =>(18:2/18:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCC/C=C\C/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O,695.33699999999999
PITPNA,PC(36:4),Phosphatidylcholine (36:4) => (20:4/16:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,692.75933333333342
PITPNA,PC(36:5),Phosphatidylcholine (36:5),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CCCCCCCCCCCCCCC)=O,693.37300000000005
PITPNA,PC(38:3),Phosphatidylcholine (38:3) => (20:3/18:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O,721.72500000000002
PITPNA,PC(38:4),Phosphatidylcholine (38:4) => (20:4/18:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,719.10200000000009
PITPNA,PC(38:5),Phosphatidylcholine (38:5),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCC/C=C\CCCCCCCC)=O)COC(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O,716.93700000000001
PITPNA,PI(36:2),Phosphatidylinositol (36:2) => (18:2/18:0),[C@]([H])(OC(CCCCCCCCCCCCCCCCC)=O)(COP(=O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O,725.48900000000003
PITPNA,PI(38:4),Phosphatidylinositol (38:4) => (18:0/20:4),[C@]([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)(COP(=O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)COC(CCCCCCCCCCCCCCCCC)=O,749.55020000000002
PITPNB,PC(30:0),Phosphatidylcholine (30:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCCC)=O,617.6345
PITPNB,PC(32:0),Phosphatidylcholine (32:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCCC)=O,645.77800000000013
PITPNB,PC(32:1),Phosphatidylcholine (32:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCC/C=C\CCCCCC)=O,645.86
PITPNB,PC(34:1),Phosphatidylcholine (34:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCC/C=C\CCCCCCCC)=O,669.2
PITPNB,PC(34:1),Phosphatidylcholine (34:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCC)=O)COC(CCCCCCCCC/C=C\CCCCCCCCCC)=O,670.38199999999995
PITPNB,PC(34:2),Phosphatidylcholine (34:2),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCC)=O,671.12699999999995
PITPNB,PC(34:3),Phosphatidylcholine (34:3),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O,669.69650000000001
PITPNB,PC(35:1),Phosphatidylcholine (35:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O,683.93499999999995
PITPNB,PC(35:2),Phosphatidylcholine (35:2),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O,681.91499999999996
PITPNB,PC(36:1),Phosphatidylcholine (36:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,698.15824999999995
PITPNB,PC(36:2),Phosphatidylcholine (36:2),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCCCCC/C=C\CCCCCCCCCC)=O,698.60799999999995
PITPNB,PC(37:4),Phosphatidylcholine (37:4),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCC)=O,707.10699999999997
PITPNB,PC(38:3),Phosphatidylcholine (38:3),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O,721.77200000000005
PITPNB,PC(38:4),Phosphatidylcholine (38:4),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCCCC)=O)COC(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O,718.65700000000004
PITPNB,PC(40:4),Phosphatidylcholine (40:4),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O,749.15099999999995
PITPNB,PG(30:0),Phosphatidylglycerol (30:0) => (14:0/16:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O,595.14549999999997
PITPNB,PG(33:1),Phosphatidylglycerol (33:1) => (16:0/17:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O,632.45653846153857
PITPNB,PG(33:1),Phosphatidylglycerol (33:1) => (17:1/16:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O,632.45653846153857
PITPNB,PG(34:1),Phosphatidylglycerol (34:1) => (18:1/16:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O,646.43499999999995
PITPNB,PG(34:2),Phosphatidylglycerol (34:2) => (16:1/18:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O,644.55500000000006
PITPNB,PG(34:2),Phosphatidylglycerol (34:2) => (18:1/16:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O,644.55500000000006
PITPNB,PG(34:3),Phosphatidylglycerol (34:3) => (18:2/16:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O,643.13599999999997
PITPNB,PG(35:2),Phosphatidylglycerol (35:2) => (18:1/17:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O,658.05200000000013
PITPNB,PG(36:1),Phosphatidylglycerol (36:1) => (18:1/18:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O,671.61450000000002
PITPNB,PG(36:2),Phosphatidylglycerol (36:2) => (18:1/18:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCC)=O)(=O)O,671.26099999999997
PITPNB,PG(36:3),Phosphatidylglycerol (36:3) => (18:2/18:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O,670.36733333333325
PITPNB,PG(37:2),Phosphatidylglycerol (37:2) => (18:1/19:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O,684.35374999999999
PITPNB,PG(37:2),Phosphatidylglycerol (37:2) => (19:1/18:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O,685.83033333333333
PITPNB,PG/BMP(33:2),Bismonoacylglycerolphosphate (33:2);Phosphatidylglycerol (33:2) => (17:1/16:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O,631.05600000000004
PITPNB,PI(38:4),Phosphatidylinositol (38:4) => (18:0/20:4),[C@]([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)(COP(=O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)COC(CCCCCCCCCCCCCCCCC)=O,749.55020000000002
PITPNC1,PA(30:1),Phosphatidate (30:1) => (14:0/16:1),[C@](COP(=O)(O)O)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,534.90100000000007
PITPNC1,PA(32:1),Phosphatidate (32:1) => (16:1/16:0),[C@](COP(=O)(O)O)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,561.96124999999995
PITPNC1,PA(32:1),Phosphatidate (32:1) => (16:0/16:1),[C@](COP(=O)(O)O)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,561.96124999999995
PITPNC1,PA(32:2),Phosphatidate (32:2) => (16:1/16:1),[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,561.55899999999997
PITPNC1,PA(33:1),Phosphatidate (33:1) => (17:1/16:0),[C@](COP(=O)(O)O)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,574.74450000000002
PITPNC1,PA(34:1),Phosphatidate (34:1) => (16:0/18:1),[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,590.19866666666667
PITPNC1,PA(34:2),Phosphatidate (34:2) => (16:1/18:1),[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,586.91000000000008
PITPNC1,PA(34:2),Phosphatidate (34:2) => (18:1/16:1),[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,586.91000000000008
PITPNC1,PA(35:1),Phosphatidate (35:1) => (16:0/19:1),[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,600.92100000000005
PITPNC1,PA(35:2),Phosphatidate (35:2) => (18:1/17:1),[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,601.34866666666665
PITPNC1,PA(36:2),Phosphatidate (36:2) => (18:1/18:1),[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O,614.46433333333334
PITPNC1,PA(37:2),Phosphatidate (37:2) => (18:1/19:1),[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O,629.42100000000005
PITPNC1,PI(38:4),Phosphatidylinositol (38:4) => (18:0/20:4),[C@]([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)(COP(=O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)COC(CCCCCCCCCCCCCCCCC)=O,749.55020000000002
PMP2,FA(16:1),hexadecenoate => (16:1),C(=C/CCCCCCCC)/CCCCCC(=O)O,237.37216666666666
PMP2,FA(17:1),heptadecenoate => (17:1),C(CCCCCCCC/C=C\CCCCCC)(=O)O,250.83216666666667
PMP2,FA(18:1),octadecenoate => (18:1),C(CCCCCCCCCCC/C=C\CCCC)(=O)O,264.114125
PMP2,FA(18:2),octadecadienoate => (18:1),C(CCCC/C=C\CCCC/C=C\CCCCC)(=O)O,262.54225000000002
PMP2,FA(19:1),nonadecenoate => (19:1),C(CCCCCCCC/C=C\CCCCCCCC)(=O)O,277.85424999999998
PMP2,FA(20:3),eicosatrienoate => (20:3),C(CCCCC/C=C\C/C=C\C/C=C\CCCCCC)(=O)O,288.05166666666668
PMP2,FA(20:4),eicosatetraenoate => (20:4),C(O)(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,286.35614285714286
PMP2,FA(20:5),eicosapentaenoate => (20:5),C(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)(=O)O,284.98666666666662
PMP2,FA(22:5),docosapentaenoate => (22:5),C(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)(=O)O,312.07
RBP1,VA,Retinol,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C,271.447
RBP4,VA,Retinol,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C,271.447
RBP5,FA(16:1),hexadecenoate => (16:1),C(=C/CCCCCCCC)/CCCCCC(=O)O,237.37216666666666
RLBP1,CL(64:2),Cardiolipin (64:2) => (16:1/16:0//16:1/16:0),P(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(O)(OC[C@](O)([H])COP(OC[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCC)(O)=O)=O,1215.2925
RLBP1,CL(66:2),Cardiolipin (66:2) => (16:0/16:1//16:0/18:1),P(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(O)(OC[C@](O)([H])COP(OC[C@]([H])(OC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC)(O)=O)=O,1203.5999999999999
RLBP1,CL(66:3),Cardiolipin (66:3) => (16:1/16:0//16:1/18:1),P(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(O)(OC[C@](O)([H])COP(OC[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCC)(O)=O)=O,1215.2925
RLBP1,CL(67:2),Cardiolipin (67:2) => (16:0/17:1//16:0/18:1),P(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(O)(OC[C@](O)([H])COP(OC[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCC)(O)=O)=O,1215.2925
RLBP1,CL(67:3),Cardiolipin (67:3) => (32:1/35:2),P(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(O)(OC[C@](O)([H])COP(OC[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCC)(O)=O)=O,1215.2925
RLBP1,CL(68:3),Cardiolipin (68:3) => (16:0/16:1//18:1/18:1),P(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(O)(OC[C@](O)([H])COP(OC[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCC)(O)=O)=O,1215.2925
RLBP1,CL(68:4),Cardiolipin (68:4) => (16:1/18:1//16:1/18:1),P(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(O)(OC[C@](O)([H])COP(OC[C@]([H])(OC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)(O)=O)=O,1212.75
RLBP1,CL(69:3),Cardiolipin (69:3) => (33:1/36:2),P(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(O)(OC[C@](O)([H])COP(OC[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCC)(O)=O)=O,1215.2925
RLBP1,CL(70:3),Cardiolipin (70:3) => (18:1/16:0//18:1/18:1),P(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O)(O)(OC[C@](O)([H])COP(OC[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCC)(O)=O)=O,1243.54
RLBP1,CL(70:4),Cardiolipin (70:4) => (18:1/16:1//18:1/18:1),P(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(O)(OC[C@](O)([H])COP(OC[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)(O)=O)=O,1229.24
RLBP1,FA(18:1),octadecenoate => (18:1),C(CCCCCCCCCCC/C=C\CCCC)(=O)O,264.114125
RLBP1,PA(30:1),Phosphatidate (30:1) => (14:0/16:1),[C@](COP(=O)(O)O)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,534.90100000000007
RLBP1,PA(32:1),Phosphatidate (32:1) => (16:0/16:1),[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,564.04300000000001
RLBP1,PA(32:2),Phosphatidate (32:2) => (16:1/16:1),[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,561.55899999999997
RLBP1,PA(33:2),Phosphatidate (33:2) => (16:1/17:1),[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,573.34900000000005
RLBP1,PA(34:1),Phosphatidate (34:1) => (16:0/18:1),[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,590.19866666666667
RLBP1,PA(34:2),Phosphatidate (34:2) => (18:1/16:1),[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,586.91000000000008
RLBP1,PA(35:2),Phosphatidate (35:2) => (18:1/17:1),[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,601.34866666666665
RLBP1,PA(36:2),Phosphatidate (36:2) => (18:1/18:1),[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O,614.46433333333334
RLBP1,PC(34:1),Phosphatidylcholine (34:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,665.83100000000002
RLBP1,PC(36:2),Phosphatidylcholine (36:2) => (18:1/18:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O,696.2165
RLBP1,PC(38:3),Phosphatidylcholine (38:3),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\C/C=C\CC)=O,722.41899999999998
RLBP1,PE(28:0),Phosphatidylethanolamine (28:0) => (14:0/14:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O,551.09100000000001
