TP,FP,TN,FN,accuracy,sensitivity,specificity,precision,F1,IoU,FAR,sens_spec_gap,valid_last,valid_max,valid_max_epoch,label,family,seed,parameters,train_rows,test_rows,positives,proteins,seen_in_train,prior_by_lipid,prior_by_class,BA,AUC,AUC_within_protein_pairs,AUC_within_protein_pairs_proteins,null_lipid_only_AUC,null_lipid_only_pairs,null_within_protein_AUC,null_within_protein_pairs,null_within_protein_covered,skill_pairs,skill_pairs_vs_best
10,2,19,3,0.8529411764705882,0.7692307692307693,0.9047619047619048,0.8333333333333334,0.8,0.6666666666666666,0.09523809523809523,0.1355311355311355,0.890152,0.977273,89.0,structural_pretrain_family,START,1,1071238,382,34,13,3,0.71,0.659,0.813,0.836996336996337,0.978021978021978,0.9813084112149533,3,0.9139194139194139,0.9345794392523364,1.0,1.0,1.0,-0.01869158878504673,-0.01869158878504673
11,3,18,2,0.8529411764705882,0.8461538461538461,0.8571428571428571,0.7857142857142857,0.8148148148148148,0.6875,0.14285714285714285,0.01098901098901095,0.89011,0.904762,119.0,structural_pretrain_family,START,2,1071238,382,34,13,3,0.68,0.458,0.603,0.8516483516483516,0.9413919413919414,0.8545454545454545,3,0.7454212454212454,0.7181818181818181,0.9084249084249084,0.8363636363636363,1.0,0.018181818181818188,0.018181818181818188
10,2,21,1,0.9117647058823529,0.9090909090909091,0.9130434782608695,0.8333333333333334,0.8695652173913043,0.7692307692307693,0.08695652173913043,0.0039525691699604515,0.889328,0.934783,71.0,structural_pretrain_family,START,3,1071238,382,34,11,3,0.82,0.482,0.664,0.9110671936758893,0.9802371541501976,0.9719626168224299,3,0.8557312252964426,0.8878504672897196,0.9802371541501976,0.9813084112149533,1.0,-0.009345794392523366,-0.009345794392523366
9,2,21,2,0.8823529411764706,0.8181818181818182,0.9130434782608695,0.8181818181818182,0.8181818181818182,0.6923076923076923,0.08695652173913043,0.09486166007905128,0.977273,0.977273,72.0,structural_pretrain_family,START,4,1071238,382,34,11,3,0.59,0.615,0.842,0.8656126482213439,0.9723320158102767,0.9504950495049505,3,0.9209486166007905,0.9405940594059405,0.8754940711462451,0.8267326732673267,1.0,0.12376237623762376,0.00990099009900991
6,0,13,1,0.95,0.8571428571428571,1.0,1.0,0.923076923076923,0.8571428571428571,0.0,0.1428571428571429,0.878205,0.916667,107.0,structural_pretrain_family,lipocalin,0,1071238,222,20,7,7,0.55,0.714,0.714,0.9285714285714286,0.989010989010989,1.0,4,0.8736263736263736,0.9285714285714286,0.8791208791208791,1.0,1.0,0.0,0.0
7,1,12,0,0.95,1.0,0.9230769230769231,0.875,0.9333333333333333,0.875,0.07692307692307693,-0.07692307692307687,0.77381,0.886905,75.0,structural_pretrain_family,lipocalin,1,1071238,222,20,7,8,0.55,0.747,0.819,0.9615384615384616,0.9560439560439561,1.0,4,0.7417582417582418,0.6666666666666666,0.8186813186813187,0.8888888888888888,1.0,0.11111111111111116,0.11111111111111116
9,1,10,0,0.95,1.0,0.9090909090909091,0.9,0.9473684210526316,0.9,0.09090909090909091,-0.09090909090909094,0.892045,0.892045,20.0,structural_pretrain_family,lipocalin,2,1071238,222,20,9,6,0.6,0.722,0.722,0.9545454545454546,0.9696969696969697,1.0,4,0.8585858585858586,0.9,0.898989898989899,0.9,1.0,0.09999999999999998,0.09999999999999998
3,1,14,1,0.8947368421052632,0.75,0.9333333333333333,0.75,0.75,0.6,0.06666666666666667,0.18333333333333335,0.90625,0.96875,36.0,structural_pretrain_family,lipocalin,3,1071238,222,19,4,6,0.53,0.592,0.625,0.8416666666666667,0.85,0.7692307692307693,2,0.6666666666666666,0.6923076923076923,0.7333333333333333,0.6923076923076923,1.0,0.07692307692307698,0.07692307692307698
5,0,13,1,0.9473684210526315,0.8333333333333334,1.0,1.0,0.9090909090909091,0.8333333333333334,0.0,0.16666666666666663,0.821429,0.857143,111.0,structural_pretrain_family,lipocalin,4,1071238,222,19,6,7,0.63,0.673,0.673,0.9166666666666667,1.0,1.0,4,0.8269230769230769,0.7142857142857143,0.9230769230769231,0.9285714285714286,1.0,0.0714285714285714,0.0714285714285714
2,2,5,0,0.7777777777777778,1.0,0.7142857142857143,0.5,0.6666666666666666,0.5,0.2857142857142857,-0.2857142857142857,0.75,0.875,13.0,structural_pretrain_family,scp2,0,1071238,110,9,2,3,0.11,0.5,0.929,0.8571428571428572,0.8571428571428571,0.8333333333333334,2,0.6785714285714286,0.6666666666666666,0.6428571428571429,0.6666666666666666,1.0,0.16666666666666674,0.16666666666666674
4,2,3,1,0.7,0.8,0.6,0.6666666666666666,0.7272727272727272,0.5714285714285714,0.4,-0.20000000000000007,0.8,0.9,42.0,structural_pretrain_family,scp2,1,1071238,110,10,5,3,0.0,0.5,0.5,0.7,0.8,0.9,2,0.76,0.8,0.6,0.7,1.0,0.20000000000000007,0.09999999999999998
1,1,6,2,0.7,0.3333333333333333,0.8571428571428571,0.5,0.4,0.25,0.14285714285714285,0.5238095238095237,0.666667,0.916667,49.0,structural_pretrain_family,scp2,2,1071238,110,10,3,3,0.1,0.667,0.429,0.5952380952380952,0.9047619047619048,1.0,1,1.0,1.0,0.9523809523809523,1.0,1.0,0.0,0.0
4,1,4,1,0.8,0.8,0.8,0.8,0.8000000000000002,0.6666666666666666,0.2,0.0,0.475,0.7,3.0,structural_pretrain_family,scp2,3,1071238,110,10,5,2,0.4,0.7,0.6,0.8,0.84,0.8571428571428571,2,0.88,0.9285714285714286,0.96,0.9285714285714286,1.0,-0.07142857142857151,-0.07142857142857151
1,4,4,0,0.5555555555555556,1.0,0.5,0.2,0.33333333333333337,0.2,0.5,-0.5,0.75,1.0,26.0,structural_pretrain_family,scp2,4,1071238,110,9,1,3,0.33,0.438,1.0,0.75,0.875,0.8333333333333334,1,0.5,0.5,0.5,0.5,1.0,0.33333333333333337,0.33333333333333337
9,5,20,2,0.8055555555555556,0.8181818181818182,0.8,0.6428571428571429,0.7200000000000001,0.5625,0.2,-0.018181818181818188,0.942308,1.0,25.0,structural_pretrain_family_unfrozen,CRAL-TRIO,0,1071238,421,36,11,7,0.69,0.551,0.678,0.8090909090909091,0.8981818181818182,0.8705882352941177,3,0.8145454545454546,0.8705882352941177,0.9018181818181819,0.9411764705882353,1.0,-0.07058823529411762,-0.07058823529411762
12,6,18,1,0.8108108108108109,0.9230769230769231,0.75,0.6666666666666666,0.7741935483870968,0.631578947368421,0.25,-0.17307692307692313,0.801282,0.88141,12.0,structural_pretrain_family_unfrozen,CRAL-TRIO,1,1071238,421,37,13,6,0.68,0.644,0.742,0.8365384615384616,0.8525641025641025,0.9705882352941176,4,0.8685897435897436,0.9901960784313726,0.9294871794871795,1.0,1.0,-0.02941176470588236,-0.02941176470588236
10,3,20,3,0.8333333333333334,0.7692307692307693,0.8695652173913043,0.7692307692307693,0.7692307692307693,0.625,0.13043478260869565,0.10033444816053505,0.752976,0.860119,31.0,structural_pretrain_family_unfrozen,CRAL-TRIO,2,1071238,421,36,13,5,0.81,0.764,0.716,0.8193979933110368,0.903010033444816,0.9080459770114943,4,0.8010033444816054,0.8620689655172413,0.7993311036789298,0.8390804597701149,1.0,0.06896551724137934,0.04597701149425293
13,5,20,0,0.868421052631579,1.0,0.8,0.7222222222222222,0.8387096774193548,0.7222222222222222,0.2,-0.19999999999999996,0.958333,1.0,32.0,structural_pretrain_family_unfrozen,CRAL-TRIO,3,1071238,421,38,13,8,0.82,0.668,0.783,0.9,0.9230769230769231,0.9113924050632911,5,0.8184615384615385,0.8860759493670886,0.8738461538461538,0.9430379746835443,1.0,-0.03164556962025322,-0.03164556962025322
12,9,15,1,0.7297297297297297,0.9230769230769231,0.625,0.5714285714285714,0.7058823529411765,0.5454545454545454,0.375,-0.29807692307692313,0.759615,0.798077,13.0,structural_pretrain_family_unfrozen,CRAL-TRIO,4,1071238,421,37,13,8,0.84,0.748,0.742,0.7740384615384616,0.8365384615384616,0.8953488372093024,4,0.8044871794871795,0.8953488372093024,0.9022435897435898,0.9825581395348837,1.0,-0.08720930232558133,-0.08720930232558133
4,2,8,0,0.8571428571428571,1.0,0.8,0.6666666666666666,0.8,0.6666666666666666,0.2,-0.19999999999999996,0.95,0.95,9.0,structural_pretrain_family_unfrozen,GLTP,0,1071238,158,14,4,2,0.29,0.45,0.9,0.9,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,0.0,0.0
3,0,11,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,28.0,structural_pretrain_family_unfrozen,GLTP,1,1071238,158,14,3,2,0.14,0.455,0.909,1.0,1.0,1.0,1,0.8484848484848485,1.0,0.9393939393939394,1.0,1.0,0.0,0.0
6,2,6,0,0.8571428571428571,1.0,0.75,0.75,0.8571428571428571,0.75,0.25,-0.25,0.916667,1.0,65.0,structural_pretrain_family_unfrozen,GLTP,2,1071238,158,14,6,2,0.29,0.5,0.854,0.875,0.9583333333333334,0.9166666666666666,2,0.8541666666666666,0.875,0.9583333333333334,0.9583333333333334,1.0,-0.04166666666666674,-0.04166666666666674
3,1,10,0,0.9285714285714286,1.0,0.9090909090909091,0.75,0.8571428571428571,0.75,0.09090909090909091,-0.09090909090909094,1.0,1.0,29.0,structural_pretrain_family_unfrozen,GLTP,3,1071238,158,14,3,2,0.36,0.455,0.788,0.9545454545454546,0.9696969696969697,0.9523809523809523,1,0.9242424242424242,0.9047619047619048,0.9696969696969697,0.9523809523809523,1.0,0.0,0.0
5,0,9,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,34.0,structural_pretrain_family_unfrozen,GLTP,4,1071238,158,14,5,2,0.57,0.444,0.8,1.0,1.0,1.0,2,0.9333333333333333,1.0,0.9555555555555556,1.0,1.0,0.0,0.0
3,2,8,0,0.8461538461538461,1.0,0.8,0.6,0.7499999999999999,0.6,0.2,-0.19999999999999996,0.85,0.9,39.0,structural_pretrain_family_unfrozen,IP_trans,0,1071238,148,13,3,3,0.23,0.667,0.85,0.9,1.0,1.0,1,0.95,0.9666666666666667,0.9833333333333333,0.9666666666666667,1.0,0.033333333333333326,0.033333333333333326
3,6,5,0,0.5714285714285714,1.0,0.45454545454545453,0.3333333333333333,0.5,0.3333333333333333,0.5454545454545454,-0.5454545454545454,0.85,0.95,7.0,structural_pretrain_family_unfrozen,IP_trans,1,1071238,148,14,3,3,0.21,0.833,0.652,0.7272727272727273,0.7878787878787878,0.8333333333333334,2,0.9393939393939394,1.0,0.8484848484848485,0.8333333333333334,1.0,0.0,-0.16666666666666663
3,1,6,2,0.75,0.6,0.8571428571428571,0.75,0.6666666666666665,0.5,0.14285714285714285,0.2571428571428571,0.9375,0.9375,71.0,structural_pretrain_family_unfrozen,IP_trans,2,1071238,148,12,5,3,0.33,0.529,0.557,0.7285714285714285,0.8285714285714286,1.0,2,0.7714285714285715,0.7222222222222222,0.6428571428571429,0.9444444444444444,1.0,0.05555555555555558,0.05555555555555558
2,6,5,0,0.5384615384615384,1.0,0.45454545454545453,0.25,0.4,0.25,0.5454545454545454,-0.5454545454545454,0.659091,0.954545,11.0,structural_pretrain_family_unfrozen,IP_trans,3,1071238,148,13,2,3,0.23,0.409,0.614,0.7272727272727273,0.7272727272727273,0.6,2,0.6363636363636364,0.6,0.8181818181818182,0.7,1.0,-0.09999999999999998,-0.09999999999999998
5,1,6,0,0.9166666666666666,1.0,0.8571428571428571,0.8333333333333334,0.9090909090909091,0.8333333333333334,0.14285714285714285,-0.1428571428571429,0.791667,0.875,56.0,structural_pretrain_family_unfrozen,IP_trans,4,1071238,148,12,5,3,0.25,0.5,0.8,0.9285714285714286,0.9428571428571428,0.8461538461538461,3,0.7285714285714285,0.8846153846153846,0.6714285714285714,0.8846153846153846,1.0,-0.038461538461538436,-0.038461538461538436
3,1,8,0,0.9166666666666666,1.0,0.8888888888888888,0.75,0.8571428571428571,0.75,0.1111111111111111,-0.11111111111111116,0.944444,0.944444,40.0,structural_pretrain_family_unfrozen,LBP_BPI_CETP,0,1071238,135,12,3,2,0.42,0.556,0.778,0.9444444444444444,0.9629629629629629,0.9166666666666666,2,0.8333333333333334,0.7916666666666666,0.8703703703703703,0.7916666666666666,1.0,0.125,0.125
3,1,8,0,0.9166666666666666,1.0,0.8888888888888888,0.75,0.8571428571428571,0.75,0.1111111111111111,-0.11111111111111116,0.944444,0.944444,48.0,structural_pretrain_family_unfrozen,LBP_BPI_CETP,1,1071238,135,12,3,2,0.42,0.833,0.778,0.9444444444444444,1.0,1.0,2,0.9629629629629629,1.0,0.8518518518518519,0.9333333333333333,1.0,0.06666666666666665,0.0
5,0,7,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,46.0,structural_pretrain_family_unfrozen,LBP_BPI_CETP,2,1071238,135,12,5,2,0.5,0.9,0.757,1.0,1.0,1.0,2,0.9428571428571428,0.9444444444444444,0.9714285714285714,0.9444444444444444,1.0,0.05555555555555558,0.05555555555555558
1,2,8,1,0.75,0.5,0.8,0.3333333333333333,0.4,0.25,0.2,0.30000000000000004,1.0,1.0,5.0,structural_pretrain_family_unfrozen,LBP_BPI_CETP,3,1071238,135,12,2,2,0.17,0.7,0.9,0.65,0.6,0.5,1,0.75,0.8333333333333334,0.85,0.9166666666666666,1.0,-0.41666666666666663,-0.41666666666666663
2,1,7,2,0.75,0.5,0.875,0.6666666666666666,0.5714285714285715,0.4,0.125,0.375,0.9375,1.0,75.0,structural_pretrain_family_unfrozen,LBP_BPI_CETP,4,1071238,135,12,4,2,0.42,0.562,0.625,0.6875,0.75,0.75,2,0.75,0.75,0.78125,0.75,1.0,0.0,0.0
1,1,0,0,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,1.0,-1.0,,,,structural_pretrain_family_unfrozen,ML,0,1071238,26,2,1,1,0.0,0.5,0.5,0.5,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1,1,0,0,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,1.0,-1.0,0.0,0.5,1.0,structural_pretrain_family_unfrozen,ML,1,1071238,26,2,1,1,0.0,0.5,0.5,0.5,1.0,1.0,1,0.5,0.5,0.5,0.5,1.0,0.5,0.5
1,1,0,0,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,1.0,-1.0,,,,structural_pretrain_family_unfrozen,ML,2,1071238,26,2,1,1,0.0,0.5,1.0,0.5,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0
1,1,0,0,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,1.0,-1.0,,,,structural_pretrain_family_unfrozen,ML,3,1071238,26,2,1,1,0.0,0.5,0.5,0.5,1.0,1.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0
10,0,23,1,0.9705882352941176,0.9090909090909091,1.0,1.0,0.9523809523809523,0.9090909090909091,0.0,0.09090909090909094,0.979167,0.979167,66.0,structural_pretrain_family_unfrozen,START,0,1071238,382,34,11,3,0.71,0.617,0.753,0.9545454545454546,1.0,1.0,3,0.8656126482213439,0.8695652173913043,0.8656126482213439,0.8173913043478261,1.0,0.18260869565217386,0.13043478260869568
12,1,20,1,0.9411764705882353,0.9230769230769231,0.9523809523809523,0.9230769230769231,0.9230769230769231,0.8571428571428571,0.047619047619047616,0.0293040293040292,0.954545,0.977273,33.0,structural_pretrain_family_unfrozen,START,1,1071238,382,34,13,3,0.71,0.659,0.813,0.9377289377289377,0.9743589743589743,0.9719626168224299,3,0.9139194139194139,0.9345794392523364,1.0,1.0,1.0,-0.028037383177570097,-0.028037383177570097
10,6,15,3,0.7352941176470589,0.7692307692307693,0.7142857142857143,0.625,0.6896551724137931,0.5263157894736842,0.2857142857142857,-0.05494505494505497,0.851648,0.904762,112.0,structural_pretrain_family_unfrozen,START,2,1071238,382,34,13,3,0.68,0.458,0.603,0.7417582417582418,0.8644688644688645,0.7545454545454545,3,0.7454212454212454,0.7181818181818181,0.9084249084249084,0.8363636363636363,1.0,-0.08181818181818179,-0.08181818181818179
10,1,22,1,0.9411764705882353,0.9090909090909091,0.9565217391304348,0.9090909090909091,0.9090909090909091,0.8333333333333334,0.043478260869565216,0.04743083003952575,0.889328,0.934783,15.0,structural_pretrain_family_unfrozen,START,3,1071238,382,34,11,3,0.82,0.482,0.664,0.9328063241106719,0.9841897233201581,0.9813084112149533,3,0.8557312252964426,0.8878504672897196,0.9802371541501976,0.9813084112149533,1.0,0.0,0.0
9,2,21,2,0.8823529411764706,0.8181818181818182,0.9130434782608695,0.8181818181818182,0.8181818181818182,0.6923076923076923,0.08695652173913043,0.09486166007905128,0.977273,1.0,16.0,structural_pretrain_family_unfrozen,START,4,1071238,382,34,11,3,0.59,0.615,0.842,0.8656126482213439,0.9762845849802372,0.9801980198019802,3,0.9209486166007905,0.9405940594059405,0.8754940711462451,0.8267326732673267,1.0,0.1534653465346535,0.03960396039603964
7,2,11,0,0.9,1.0,0.8461538461538461,0.7777777777777778,0.8750000000000001,0.7777777777777778,0.15384615384615385,-0.15384615384615385,0.839744,0.923077,29.0,structural_pretrain_family_unfrozen,lipocalin,0,1071238,222,20,7,7,0.55,0.714,0.714,0.9230769230769231,0.989010989010989,0.9285714285714286,4,0.8736263736263736,0.9285714285714286,0.8791208791208791,1.0,1.0,-0.0714285714285714,-0.0714285714285714
7,1,12,0,0.95,1.0,0.9230769230769231,0.875,0.9333333333333333,0.875,0.07692307692307693,-0.07692307692307687,0.744048,0.815476,28.0,structural_pretrain_family_unfrozen,lipocalin,1,1071238,222,20,7,8,0.55,0.747,0.819,0.9615384615384616,0.9230769230769231,1.0,4,0.7417582417582418,0.6666666666666666,0.8186813186813187,0.8888888888888888,1.0,0.11111111111111116,0.11111111111111116
9,2,9,0,0.9,1.0,0.8181818181818182,0.8181818181818182,0.9,0.8181818181818182,0.18181818181818182,-0.18181818181818177,0.892045,0.954545,36.0,structural_pretrain_family_unfrozen,lipocalin,2,1071238,222,20,9,6,0.6,0.722,0.722,0.9090909090909092,0.98989898989899,1.0,4,0.8585858585858586,0.9,0.898989898989899,0.9,1.0,0.09999999999999998,0.09999999999999998
3,3,12,1,0.7894736842105263,0.75,0.8,0.5,0.6,0.42857142857142855,0.2,0.050000000000000044,0.96875,0.96875,10.0,structural_pretrain_family_unfrozen,lipocalin,3,1071238,222,19,4,6,0.53,0.592,0.625,0.775,0.9333333333333333,0.7692307692307693,2,0.6666666666666666,0.6923076923076923,0.7333333333333333,0.6923076923076923,1.0,0.07692307692307698,0.07692307692307698
5,1,12,1,0.8947368421052632,0.8333333333333334,0.9230769230769231,0.8333333333333334,0.8333333333333334,0.7142857142857143,0.07692307692307693,0.08974358974358976,0.880952,0.964286,52.0,structural_pretrain_family_unfrozen,lipocalin,4,1071238,222,19,6,7,0.63,0.673,0.673,0.8782051282051282,0.9871794871794872,1.0,4,0.8269230769230769,0.7142857142857143,0.9230769230769231,0.9285714285714286,1.0,0.0714285714285714,0.0714285714285714
2,1,6,0,0.8888888888888888,1.0,0.8571428571428571,0.6666666666666666,0.8,0.6666666666666666,0.14285714285714285,-0.1428571428571429,0.8125,0.9375,93.0,structural_pretrain_family_unfrozen,scp2,0,1071238,110,9,2,3,0.11,0.5,0.929,0.9285714285714286,1.0,1.0,2,0.6785714285714286,0.6666666666666666,0.6428571428571429,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337
4,1,4,1,0.8,0.8,0.8,0.8,0.8000000000000002,0.6666666666666666,0.2,0.0,0.8,0.9,42.0,structural_pretrain_family_unfrozen,scp2,1,1071238,110,10,5,3,0.0,0.5,0.5,0.8,0.8,0.8,2,0.76,0.8,0.6,0.7,1.0,0.10000000000000009,0.0
3,1,6,0,0.9,1.0,0.8571428571428571,0.75,0.8571428571428571,0.75,0.14285714285714285,-0.1428571428571429,0.666667,0.833333,12.0,structural_pretrain_family_unfrozen,scp2,2,1071238,110,10,3,3,0.1,0.667,0.429,0.9285714285714286,0.8571428571428571,1.0,1,1.0,1.0,0.9523809523809523,1.0,1.0,0.0,0.0
3,1,4,2,0.7,0.6,0.8,0.75,0.6666666666666665,0.5,0.2,0.20000000000000007,0.675,0.8,21.0,structural_pretrain_family_unfrozen,scp2,3,1071238,110,10,5,2,0.4,0.7,0.6,0.7,0.88,0.9285714285714286,2,0.88,0.9285714285714286,0.96,0.9285714285714286,1.0,0.0,0.0
1,2,6,0,0.7777777777777778,1.0,0.75,0.3333333333333333,0.5,0.3333333333333333,0.25,-0.25,0.75,1.0,40.0,structural_pretrain_family_unfrozen,scp2,4,1071238,110,9,1,3,0.33,0.438,1.0,0.875,1.0,1.0,1,0.5,0.5,0.5,0.5,1.0,0.5,0.5
